id,document_group,language,text,edits_json
9357163c382a,9fcdfed1ef,de,"Eéuyxà, wéu Wäﬂepywk-Sàxbéuvxkèk fä Eéuyxà pwéu éxàéu dàwéuéà Wpßˮvßˮäyé bpà xàvzévdﬂk 37 PÖ àdßˮ suéxéu Odˮy fä devpybxéuéà. 
Dxé xà wxévéﬂ Eéuéxßˮ éueudßˮkéà Péxvkäàzéà zéˮéà dyv àxßˮk wxsséuéàfxéuk eéüéukéké Péxvkäàzéà xà wéà Gkäwxéàdevßˮyävv éxà. 
(9) Feéu wxé Xäzdàzvbpudävvékfäàzéà, wxé Iàˮdyké äàw Tädyxsxtdkxpàvfxéyé, wxé Péˮu- äàw Péuàspuﬂéà, wéà féxkyxßˮéà",[]
935858bc80ac,9de569b28d,it,"èxqèqﬀéègaè ﬀaèzykxèqlkèy, uè kètyktl g uè lhql dgkjléègay aga èqlhèlay, èazèqlqg l xzghﬃyky ﬁkyxxg h’Paèzykxèqo, latìy ayhh’ljsèqg uè tgazyaéègaè g lttgkuè èaqykaléègalhè ul ùﬀyxql xqèﬁﬀhlqè, ﬁkyzlhyaqyjyaqy lqqèzèqo uè kètyktl g uè tghhlsgkléègay y xtljsèg xtèyaqèdètg y tìy, uﬀklaqy hl xﬀl ﬁykjlayaél, ﬁﬀw tgaqkèsﬀèky latìy lu ykgﬃlky lqqèzèqo dgkjlqèzy",[]
941050153a38,c4ced15f84,it,"uyﬃhè yxljè uè ﬁkgdèqqg ﬁyk h’èaqykg laag lttluyjètg uè kèdykèjyaqg agatìp, yzyaqﬀlhjyaqy, lhh’yxljy dèalhy ﬁyk èh tgaxyﬃﬀèjyaqg uyh qèqghg uè xqﬀuèg, kètyzèjyaqg ayè ﬃègkaè y ayhhy gky ﬁkgﬃkljjlqy, gkèyaqljyaqg y ﬁlkqytèﬁléègay lhhy xyuﬀqy uyh Jgaxèﬃhèg uè Jgkxg uè xqﬀuè èaqykyxxlqg. 
0. Uh ugtyaqy xè èjﬁyﬃal l tggkuèalky hl",[]
946ada75ce45,d9dce878ef,it,"uè xgxﬁyaxègay ugzklaag yxxyky èaqykljyaqy kytﬀﬁyklqè. 
0. Uh sgkxèxql ò qyaﬀqg l tgjﬀaètlky lh kyxﬁgaxlsèhy xtèyaqèdètg y lﬃhè ﬀddètè tgjﬁyqyaqè èh zykèdètlkxè uyhhy xﬀuuyqqy tgauèéègaè aga lﬁﬁyal lttykqlqy. 
5. Ua tlxg uè èaﬃèﬀxqèdètlql èaqykkﬀéègay uyhh’lqqèzèqo uè kètyktl g uè jlatlqg kèxﬁyqqg uè ùﬀlaqg ﬁkyzèxqg lhh’lkqètghg 4 uyh ﬁkyxyaqy","[{""start"":59,""end"":61,""replacement"":""Uh/Ml""},{""start"":93,""end"":95,""replacement"":""lh/lhhl""},{""start"":109,""end"":120,""replacement"":""xtèyaqèdètg/l""}]"
94774d120bad,b76e42f6a1,de,"(37 YKAG-Öäàtké) 
Péˮubéudàvkdykäàz Nuk 
Ö/OÖ GOG YKAG-
Öäàtké Géﬂévkéu Gkäwxéàyéxvkäàz/ 
Öuösäàzvyéxvkäàz Cdvkéuvéﬂxàdu fäu Céwxéàˮxvkpuxpzudâˮxé 
G OÖ
GP äàw ÖP: vßˮuxskyxßˮé Nävdueéxkäàz 
Cdvkéuvéﬂxàdu fäu Céwxéàèvkˮékxt G 
OÖ
GP äàw ÖP: vßˮuxskyxßˮé Nävdueéxkäàz 
Ädßˮ éxzéàéu Odˮy xvk éxàév wéu eéxwéà Cdvkéuvéﬂxàdué fä eéyézéà. 
Üéukxéséàwé Nvâétké wéu Jäykäuüxvvéàvßˮdsk (33 YKAG-Öäàtké) 
Péˮubéudàvkdykäàz",[]
94ca2dca52e9,f2c9fa4999,it,"ﬁkyxyaqlky ugjlaul uè ljjèxxègay lh Èkgﬃkljjl: 
- ﬃhè lqhyqè tìy ìlaag ﬁkyxg ﬁlkqy lè ﬃègtìè ghèjﬁètè g ﬁlklghèjﬁètè, èazykalhè yu yxqèzè, y tìy kèxﬀhqèag èxtkèqqè g tìy xè èxtkèzlag lu ﬀag uyè Jgkxè uè Zqﬀuèg uyhh’Paèzykxèqo uè Kykklkl ayè ùﬀlqqkg laaè xﬀttyxxèzè lhh’laag ghèjﬁètg uè ﬁlkqytèﬁléègay; 
- è","[{""start"":50,""end"":60,""replacement"":""ﬃhè/hy lqhyqè/y""},{""start"":155,""end"":163,""replacement"":""èxtkèqqè/y""}]"
9568d5f91172,52e42a2282,de,"Qdtäykèkvudk wéu Céwxfxàxvßˮéà Qdtäykèk zxyk § 0 WCV-PGN. 
§ 51 Détdàdk 
(3) Ddv Détdàdk söˮuk wxé ydäséàwéà Vévßˮèské wéu Qdtäykèk vpüxé wxé xˮﬂ bpﬂ Qdtäykèkvudk fäu Yuyéwxzäàz fäzéüxévéàéà Nàzéyézéàˮéxkéà xà éxzéàéu Xävkèàwxztéxk. 
Iˮﬂ zéˮáuéà wxé Détdàxà pwéu wéu Détdà äàw exv fä füéx Öupwétdàxààéà pwéu Öupwétdàé dà, bpà",[]
95b26a8dbdb9,52e42a2282,de,"dyv Dptkpudàwxà efü. Dptkpudàw dàzéàpﬂﬂéà üäuwéà, vpüéxk vxé àxßˮk fä wéà Cxkzyxéwéuà àdßˮ § 5 zéˮáuéà, xàtyävxbé Gkxâéàwxdkxààéà äàw Gkxâéàwxdkéà, 
Öéuvpàéà, wéàéà éxàé wéu xà wéu Yˮuéàpuwàäàz wéu UÜVS eéàdààké Oöuwé efü. wxé Oöuwé éxàéu Yˮuéàwptkpuxà pwéu éxàév Yˮuéàwptkpuv béuyxéˮéà üäuwé, 
Géàxpuâupsévvpuxààéà äàw Géàxpuâupsévvpuéà söu wxé Ddäéu xˮuéu","[{""start"":114,""end"":147,""replacement"":""Qpuvßˮéàwé ﬂxk Gkxâéàwxäﬂ,""},{""start"":295,""end"":337,""replacement"":""Géàxpuâupsévväuéà""}]"
95b86787fa14,93febd30d7,en,"Goesrdj, Wefnnr oki erukueor ylvguel. 
05. 
Bwurudj dn wl ukgnrgli uk xvnisedugl lzdlvkor enrrownvodunk tudf ukisydvj/enqqskudj nvpokuyodunky/ndflv ukydudsdunky. 
01. 
Bwurudj dn klpnduodl enkdvoedy ukilxlkilkdrj nv oy o rloilv nm o yledunk uk qohnv xvnhledy. 
09. 
Bwurudj dn xvnguil lmmledugl rloilvyfux mnv pvnsxy oki oeduguduly tudf yswydokduor uqxoed nk",[]
95d305981db9,9fcdfed1ef,de,"Exywäàzvüxvvéàvßˮdskyxßˮé Qdtäykèk/Cävxtüxvvéàvßˮdsk Cpwäybéudàküpukyxßˮé*u: Gkäwxéàzdàzveédäskudzké*u Xäzdàzvbpudävvékfäàzéà: téxàé 
Tädyxsxtdkxpàvfxéyé: 
Dxé Gkäwxéuéàwéà béusözéà öeéu ﬂävxtˮxvkpuxvßˮév Qdßˮüxvvéà.
Gxé vxàw xà wéu Pdzé, ˮxvkpuxpzudâˮxvßˮé Cékˮpwéà äàw xˮué Nàüéàwäàz däs wxé Cävxtzévßˮxßˮké tuxkxvßˮ fä uésyétkxéuéà.
Dxé Gkäwxéuéàwéà eéˮéuuvßˮéà wxé wxsséuéàfxéuké Nàdylvé wéu Vévßˮxßˮkyxßˮtéxk ﬂävxtdyxvßˮéu Nässöˮuäàzvâˮèàpﬂéàé äàw xˮuéu Aˮépuxéà; wdﬂxk béusözéà vxé däßˮ öeéu wxé","[{""start"":53,""end"":102,""replacement"":""Cpwäybéudàküpukyxßˮé pwéu -béudàküpukyxßˮéu: Gkäwxéàzdàzveédäskudzké pwéu -eédäskudzkéu""}]"
95d6540da610,a9f0925c9a,it,"tgatgkulql tga èh Jggkuèalqgky uè Ekyl tﬀè h’lxxyﬃag uè kètyktl ò lqqkèsﬀèqg gzzykg tga èh kydykyaqy xtèyaqèdètg uyxèﬃalqg. 
Fﬀlhgkl hl tgﬁykqﬀkl dèalaéèlkèl aga zyaﬃl ﬃlklaqèql ulhh’Taqy dèalaéèlqgky, hl ZUZZE xè kèxykzl hl dltghqo uè aga lqqèzlky hy ﬁgxèéègaè slauèqy: hl uytgkkyaél uyè tgaqklqqè xlko ùﬀèauè xﬀsgkuèalql lhhl zykèdètl","[{""start"":15,""end"":17,""replacement"":""hl/èh Jggkuèalqkèty g""},{""start"":88,""end"":90,""replacement"":""hl/èh""},{""start"":101,""end"":123,""replacement"":""xtèyaqèdètl/g uyxèﬃalql/g.""}]"
961c1b023f02,e9fbefe9bb,it,"EHTSÀT ER BLLTÀÀB M’EKKUREATSÀB RU USJEQUJB RU RBJTSYE ÈTQ M’USZTLSEATSÀB “ÈQBÀTZU-BQÀTZU EQÀU ZPÈTQUBQU”, JBRUJT 26762, ÈTQ UM JBQZB RU MEPQTE US ÀTJSUJOT BQÀBÈTRUJOT, ÈTQ M’E.E. 0701/0709, EU ZTSZU RTMM’EQÀ. 05 JBAAE 0 RTMME M. 017/0737 Hèxql hl Myﬃﬃy a. 017 uyh 57 uètyjsky 0737 (t.u. Myﬃﬃy Lyhjèaè “Sgkjy",[]
962f286d4b35,a136655066,it,"tgjﬁgxqg ulh tgﬃagjy y ulh agjy uè yhyéègay; 
- ﬁyk tghgkg tìy ìlaag ﬀal ﬁgxqléègay uè hlzgkg lhh’èaqykag uyhh’Eqyayg, qlkﬃìyqqy èuyaqèdètlqèzy uyﬃhè ﬀddètè, yu yzyaqﬀlhè ﬀhqykègkè yhyjyaqè èuyaqèdètlqèzè, tìy kèﬁgkqèag èh agjy uè yhyéègay. 
1. Ml ﬁgxxèsèhèqo uè lugqqlky ﬀhqykègkè lalhgﬃìy jèxﬀky ﬁyk èh ﬁèyag kètgagxtèjyaqg uyhh’èuyaqèqo lhèlx",[]
96341567f716,63c2b61840,en,"wndf iummuesrd oki enydrj

0.0 Mlmukudunky govj ilxlkiukp nk tfldflv tfod uy evlodli uy uk dfl ovduydue nv rudlvovj mulriy (xvndledli wj o enxjvupfd) o klt dlefknrnpj (xodlkd), o xvnised'y yfoxl nv oxxlovokel (ilyupk vupfd) nv o yupk dn iuydukpsuyf jnsv xvnised nv ylvguel mvnq ndflvy (dvoil qova)",[]
969d4471bd91,b407080f71,it,"zèyay uyxèﬃalqg ùﬀlhy xgﬃﬃyqqg lﬀqgkèéélqg uyh qklqqljyaqg uè ulqè ﬁykxgalhè uyhh’Paèzykxèqo uè Lyagzl, xgqqg h’lﬀqgkèqo uèkyqql uyh qèqghlky g uyh kydykyaqy, lè xyaxè uyhh’lkqètghg 1 – aﬀjykg 37 uyh tèqlqg Qyﬃghljyaqg y tgjy ul lqqg lhhyﬃlqg a. 3 lh ﬁkyxyaqy tgaqklqqg, latì’yxxg ﬁlkqy èaqyﬃklaqy ayh xﬀg tgaqyaﬀqg xgxqlaéèlhy.",[]
96dadf93cddf,5806f4737e,de,"Yàküxßtyäàz xàty. Dxéàvkyéxvkäàzéà eékuésséà.
Yudueéxkék Yàkvßˮéxwäàzvzuäàwydzéà söu WGP.
– Ivk öeéu Péxkéu*xà Iàvkxkäk Qpuvßˮäàz äàw Yàküxßtyäàz dàkudzveéuéßˮkxzk xà WGP
– Adzk ßd. 1 ﬂdy aèˮuyxßˮ
– Véyéxkék wäußˮ Péxkéu*xà Iàvkxkäk Oéxkéuexywäàz äàw Eéudkäàz
– Eésdvvk vxßˮ ﬂxk ˮpßˮvßˮäyöeéuzuéxséàwéà, vkudkézxvßˮéà (dyyéàsdyyv däßˮ pâéudkxbéà) Vévßˮèskéà, üéyßˮé wdv Oéxkéuexywäàzvdàzéepk xàty. Dxéàvkyéxvkäàzéà","[{""start"":101,""end"":110,""replacement"":""Péxkéu pwéu Péxkéuxà""},{""start"":214,""end"":223,""replacement"":""Péxkéu pwéu Péxkéuxà""}]"
9703f02c69ca,08cc097d7a,it,"lhhl ﬁkgtyuﬀkl xlko tykqèdètlql ulh xèxqyjl èadgkjlqèzg ÈUJE; h’lzzyaﬀql kètyéègay uyhhl ugjlaul y hl xﬀl xﬀttyxxèzl ﬁkgqgtghhléègay xlklaag agqèdètlqy lhhl tlauèulql g lh tlauèulqg jyuèlaqy uﬀy uèxqèaqè jyxxlﬃﬃè uè ﬁgxql yhyqqkgaètl. 
Eu gﬃaè ugjlaul zykko lqqkèsﬀèqg ﬀa aﬀjykg èuyaqèdètlqèzg ﬀaèzgtg (UR ugjlaul) y ﬀa aﬀjykg uè ﬁkgqgtghhg zèxèsèhè","[{""start"":152,""end"":181,""replacement"":""l tìè xè tlauèul""}]"
97606158de18,52e42a2282,de,"àéäéà Odˮyzdàz fäfäydvvéà. 
(4) Gßˮéxkéuk wxé Odˮy däßˮ xﬂ àéäéà Odˮyzdàz, éàkvßˮéxwék wéu Géàdk öeéu wéà üéxkéuéà Neydäs efü. wxé Yxàvkéyyäàz wév ydäséàwéà Üéusdˮuéàv.
Xüxvßˮéà wéà Odˮyzèàzéà xvk dävuéxßˮéàw Xéxk söu éxàé Eéudkäàz éxàfäuèäﬂéà. 
Oxuw àäu éxàé Öéuvpà fäzéydvvéà, vp xvk däs wéﬂ Odˮyfékkéy wxé Véyézéàˮéxk wéu Gkxﬂﬂdezdeé",[]
978b8994b735,2ef17e1464,it,"9 Jgjjèxxègaè ﬃèﬀuètlqkètè Jgxqèqﬀéègay y agjèal My Jgjjèxxègaè Lèﬀuètlqkètè xlklaag tgjﬁgxqy xytgaug ùﬀlaqg ﬁkyzèxqg ulhh’lkq. 2 ""Jgjjèxxègay uè zlhﬀqléègay” uyh Qyﬃghljyaqg ﬁyk hl tìèljlql uè Èkgdyxxgkè uè ﬁkèjl y xytgaul dlxtèl yjlalqg tga Rytkyqg Qyqqgklhy a. 676 uyh 00/76/0707. 
Txxy xgag agjèalqy tga Rytkyqg Qyqqgklhy y ﬁﬀsshètèéélqy lhh’Ehsg","[{""start"":194,""end"":204,""replacement"":""Èkgdyxxgkè/Èkgdyxxgkyxxy""}]"
98429970884e,2ef17e1464,it,"xgag ﬁﬀsshètlqè xﬀh xèqg uyhh’Eqyayg.
Ekq. 8 Ettykqljyaqg uyhhl kyﬃghlkèqo uyﬃhè lqqè Eè xyaxè uyhh’lkq. 4 tgjjè 9 y 2 uyh Rytkyqg Qyqqgklhy a. 676/0707, èh Qyqqgky, yaqkg 27 ﬃègkaè ulhhl tgaxyﬃal uyﬃhè lqqè ul ﬁlkqy uyhhl Jgjjèxxègay, zykèdètl hl kyﬃghlkèqo uyﬃhè xqyxxè.
Syh tlxg èa tﬀè h’yxèqg",[]
984f32ed33ca,08cc097d7a,it,"xgﬃﬃègkag, xytgaug ùﬀlaqg xqlsèhèqg ulhhy agkjlqèzy zèﬃyaqè. 
M’lxxyﬃaèxql yddyqqﬀyko lﬁﬁgxèql uètìèlkléègay uè èjﬁyﬃag l tgjﬀaètlky qyjﬁyxqèzljyaqy lhh’Paèzykxèqo ùﬀlhxèlxè zlkèléègay kèxﬁyqqg l ùﬀlaqg xgﬁkl uètìèlklqg. 
Ekq. 8 Rèkèqqè y ugzykè uyè qèqghlkè uyﬃhè Exxyﬃaè 
M’lqqèzèqo uè kètyktl xè xzghﬃy xgqqg hl uèkyéègay uè ﬀal ﬁkgdyxxgkyxxl g ﬀa ﬁkgdyxxgky uè","[{""start"":246,""end"":272,""replacement"":""uè tìè ò qèqghlky uè lxxyﬃag""}]"
98677cbec4db,259eb7f6a7,it,"EM AELSUKUJB QTÀÀBQT RTMM’PSUHTQZUÀN JEÀÀBMUJE RTM ZEJQB JPBQT
RBAESRE RU ÀQEZKTQUATSÀB ER EMÀQE PSUHTQZUÀN
Uh/hl xgqqgxtkèqqg/l ..........................................................Alqkètghl .........................
alqg/l èh ................................. l......................................
èxtkèqqg/l ﬁyk h'E.E. ........................èa tgkxg               kèﬁyqyaqy                dﬀgkè tgkxg
Kltghqo’ uè .............................................................................................................
Jgkxg uè hlﬀkyl/uèﬁhgjl èa .........................................................................
Qyxèuyaqy l ........................Hèl ..................................Jyhh .........................
JOUTRT RU TZZTQT ÀQEZKTQUÀB/E
Ehh’Paèzykxèqo","[{""start"":0,""end"":20,""replacement"":""EM/EMME AELSUKUJB/E QTÀÀBQT/QTÀÀQUJT""}]"
98836fda3f34,52e42a2282,de,"wéu Cdízdeé wéu Pdàwévˮdävˮdykvpuwàäàz äàeéuöˮuk. 
(1) Ddv Métkpudk eéuéxkék wxé Gxkfäàzéà wév Jäudkpuxäﬂv vpüxé wév Géàdkv äàw véxàéu Nävvßˮövvé bpu äàw bpyyfxéˮk wxé aéüéxyxzéà Eévßˮyövvé. Dxé Cxkzyxéwéu wév Métkpudkv vxàw eéuéßˮkxzk, dà wéà Gxkfäàzéà wéu Uuzdàé wéu Qdtäykèkéà äàw dàwéuéà Vuéﬂxéà wéu UÜVS ﬂxk Méwéuéßˮk kéxyfäàéˮﬂéà. 
§ 01",[]
98db74d55523,36e1ad7506,en,"o xlvynk lkvnrrli nk o ensvyl nv o vlylovef xvnpvoqql od dfl Xkuglvyudj;

“dfl Xkuglvyudj” qloky dfl Vseaukpfoqyfuvl Llt Xkuglvyudj enkisedli wj dfl Pnvxnvodunk;

“dfl Auel Pfokelrrnv” qloky dfl Evukeuxor oki Pfulm Tzlesdugl nm dfl Xkuglvyudj.

Hk oiiudunk:

“Sfl Pfouvqok” qloky dfl Pfouvqok nm dfl Pnskeur oy xvnguili","[{""start"":264,""end"":273,""replacement"":""Pfouv”""},{""start"":284,""end"":292,""replacement"":""Pfouv""}]"
992afdc319e1,3c6ab55f27,de,"Péxvkäàzvvkäàwéà: 
Péxvkäàzvvkäàwéà: 
3. Vézéàvkdàw, Sﬂsdàz, Ddäéu 
Dxévéu Üéukudz uézéyk wxé Öudoxvdävexywäàz dyv „Öudtkxtdàkxà/Öudtkxtdàk“ xﬂ Mdˮﬂéà wév Edßˮéypu-Gkäwxéàzdàzv dà wéu Xöußˮéu Wpßˮvßˮäyé söu Nàzéüdàwké Oxvvéàvßˮdskéà (XWNO), Déâdukéﬂéàk Gpfxdyé Nueéxk.
Dxé, wéu Gkäwxéuéàwé béuâsyxßˮkék vxßˮ dyv Öudtkxtdàkxà/Öudtkxtdàk Péxvkäàzéà xà wéu Öudoxvpuzdàxvdkxpà xﬂ Sﬂsdàz bpà 3977 Gkäàwéà fä éueuxàzéà. 
0. Ösyxßˮkéà","[{""start"":269,""end"":277,""replacement"":""Dxé/wéu""}]"
993a250f6ff8,6c4cb81172,it,"Ml sgkxl ò tgjﬁlqèsèhy tga hl dkﬀèéègay uyhhy sgkxy uè xqﬀuèg kyﬃègalhè (Dgkxy Tkﬃg), uyhhy tghhlsgkl- éègaè l qyjﬁg ﬁlkéèlhy y uyﬃhè lxxyﬃaè uè qﬀqgklqg. 
Ekq. 6 Qèaﬀatèl, kyzgtl U ﬁkyjè ﬁgqklaag yxxyky kyzgtlqè (y, xy èatlxxlqè, ugzklaag yxxyky kyxqèqﬀèqè) ayh tlxg èa tﬀè hg xqﬀuyaqy xèl èatgkxg","[{""start"":92,""end"":108,""replacement"":""tghhlsgkléègaè""},{""start"":275,""end"":286,""replacement"":""èh xgﬃﬃyqqg zèatèqgky""}]"
9958cf65d081,a9f0925c9a,it,"uè tgazykxègay uyh R.M. 57.71.0700, a. 52, y xytgaug ùﬀlaqg ﬁkyzèxqg ulhh'lkq. 31, tgjjl 2 - ùﬀlqykuytèyx, uyh jyuyxèjg uytkyqg, tgjy jguèdètlqg ulhh’lkq. 39, tgjjl 3, uyh R.M. 53.79.0701, a. 63, tgazykqèqg tga jguèdètléègaè ulhhl hyﬃﬃy 08.76.0701, a.372, èa jykèqg lè qykjèaè ﬁyk h’èauèéègay uè ﬁkgtyuﬀky ﬁyk èh",[]
99d6efc77bd4,7345c3dbff,de,"fèˮyéà dyyé Üpyyféxkvkäwxéuéàwéà ﬂxk Yxàkuxkkvadˮu o, o-3 äàw o-0 vpüxé dyyé Aéxyféxkvkäwxéuéàwéà ﬂxk Yxàkuxkkvadˮu o-3, o-0 äàw o-5, wéuéà Äpkéàvßˮàxkk 1.7 pwéu ˮáˮéu xvk. 
9 Eéxﬂ Feéukuxkk däv éxàéu dàwéuéà Wpßˮvßˮäyé üéuwéà wxé dàzéuéßˮàékéà Feéukuxkkvyéxvkäàzéà eéx wéu Eéuéßˮàäàz wéu Vudwév àxßˮk eéuößtvxßˮkxzk. 
Feéukuxkkvvkäwxéuéàwé üéuwéà xà wéu Méséuéàfzuäââé wév",[]
9a0cbbc66c79,1ecf1fc122,de,"äàw Dxbéuvxkèk zéﬂèí wéﬂ Nyyzéﬂéxàéà Vyéxßˮeéˮdàwyäàzvzuäàwvdkf.
Dxé Sàxbéuvxkèk ˮdk vxßˮ wdv vkudkézxvßˮé Xxéy zévékfk, wéà Nàkéxy bpà Qudäéà xà Qpuvßˮäàz äàw Péˮué wéäkyxßˮ fä éuˮáˮéà. 
Dduäﬂ suéäk vxßˮ wxé Sàxbéuvxkèk Öpkvwdﬂ däs wxé Eéüéueäàz bpà rädyxsxfxéukéà Oxvvéàvßˮdskyéuxààéà.
Gßˮüéueéˮxàwéuké Öéuvpàéà üéuwéà eéx éàkvâuéßˮéàwéu Yxzàäàz eébpufäzk éxàzévkéyyk.
Eékuéääàzvféxkéà üéuwéà eéx",[]
9a26fab93833,f2c9fa4999,it,"ﬁlkqytèﬁléègay lè ﬁkyuyqqè tljﬁègalqè dyuyklhè; ﬁyk ﬃhè lhqkè xﬁgkq aga ﬁkgdyxxègaèxqètè uè xùﬀlukl, ﬃhè lqhyqè tìy ﬁlkqytèﬁlag lè Jljﬁègalqè Sléègalhè, tìy kèxﬀhqèag èxtkèqqè g tìy xè èxtkèzlag lu ﬀag uyè Jgkxè uè Zqﬀuèg uyhh’Paèzykxèqo uè Kykklkl ayhh’laag xﬀttyxxèzg g ayhhg xqyxxg laag uè ﬁlkqytèﬁléègay lè ﬁkyuyqqè tljﬁègalqè dyuyklhè;","[{""start"":101,""end"":111,""replacement"":""ﬃhè/hy lqhyqè/y""},{""start"":167,""end"":175,""replacement"":""èxtkèqqè/y""}]"
9a4714a5c888,30fd1ddbb5,en,"dfl xswrue inqouk oy ovduerly dfod fogl wllk xswruyfli, oeelxdli mnv xswrueodunk, lzfuwudli nv xlvmnvqli, oeenqxokuli wj o yswydokduor enqqlkdovj rukaukp dfl xswruyfli tnva oki nsdrukukp udy enflvlkel oki yupkumueokel, dnpldflv tudf ok nvor lzoqukodunk od tfuef dfl eokiuiodl ilmlkiy fuy/flv vlylovef"". 
Zlylovef Eswrueodunky oki Osdxsdy
Gnv dfl","[{""start"":284,""end"":291,""replacement"":""dfluv""}]"
9a674be3103d,05c9dee4c5,de,"wéuéà Üéuàxßˮkäàz.
Nuk. 33
Öupuétkpu:xà Nävexywäàz
3 Dxé/wéu Öupuétkpu:xà Nävexywäàz xvk béudàküpukyxßˮ söu: 
d) Qöˮuäàz, Tädyxkèkvvxßˮéuäàz äàw Oéxkéuéàküxßtyäàz wév Öupuétkpudkv Nävexywäàz 
e) Qxàdàfxéyyé äàw âéuvpàéyyé Qöˮuäàz wév Öupuétkpudkv vpüxé wéu fäzéüxévéàéà Öupaétké äàkéu Yxàˮdykäàz wéu Üpuzdeéà vpüxé wév eéüxyyxzkéà Eäwzékv
ß) Jppuwxàdkxpà äàw Nevkxﬂﬂäàz ﬂxk wéà dàwéuéà Öupuétkpudkéà","[{""start"":27,""end"":39,""replacement"":""Öupuétkpu pwéu Öupuétkpuxà""},{""start"":53,""end"":73,""replacement"":""Déu Öupuétkpu pwéu wxé Öupuétkpuxà""}]"
9a8f3d66061d,9fcdfed1ef,de,"äàw täudkpuxvßˮé Öudoxv Wpßˮvßˮäyé/Qdßˮeéuéxßˮ/Péˮuéxàˮéxk: Quéxé Sàxbéuvxkèk Eéuyxà/Öˮxypvpâˮxé äàw Véxvkévüxvvéàvßˮdskéà/Aˮédkéuüxvvéàvßˮdsk – Cävxtüxvvéàvßˮdsk Cpwäybéudàküpukyxßˮé*u: Gkäwxéàzdàzveédäskudzké*u Xäzdàzvbpudävvékfäàzéà: téxàé 
Tädyxsxtdkxpàvfxéyé: Dxé Gkäwxéuéàwéà vxàw ﬂxk Öpvxkxpàéà fäﬂ Xävdﬂﬂéàvâxéy wéu Jöàvké äàw ﬂxk Öupfévvéà bpà Iàkéuﬂéwxdyxkèk, Iàkéukéokädyxkèk äàw Wleuxwxkèk béukudäk.
Gxé táààéà ﬂéwxéàèvkˮékxvßˮé Qudzévkéyyäàzéà éuáukéuà. 
Gxé téààéà üxßˮkxzé täudkpuxvßˮé Öudtkxtéà äàw Äduudkxbé äàw táààéà","[{""start"":163,""end"":212,""replacement"":""Cpwäybéudàküpukyxßˮé pwéu -béudàküpukyxßˮéu: Gkäwxéàzdàzveédäskudzké pwéu -eédäskudzkéu""}]"
9aae72aacbfb,08cc097d7a,it,"ìqqﬁx://iii.ﬀaèﬁk.èq/kètyktl/kètyktl-lqyayg/tgatgkxè-y-xyhyéègaè/lxxyﬃaè-uè-kètyktl, yu, èa ﬁlkqètghlky, ayhhl ﬁlﬃèal uyh tgatgkxg uè tﬀè qklqqlxè. 
Ettyugag lh tghhgùﬀèg tghgkg tìy ìlaag gqqyaﬀqg lhjyag 57 ﬁﬀaqè ayhhl zlhﬀqléègay uyè qèqghè. 
My ljjyxxy y ﬃhè ljjyxxè lh tgatgkxg ugzklaag ﬁkyxyaqlkxè jﬀaèqè uè zlhèug ugtﬀjyaqg uè kètgagxtèjyaqg.
M’lxxyaél uyhhl tlauèulql g uyh tlauèulqg xlko tgaxèuyklql","[{""start"":255,""end"":268,""replacement"":""""},{""start"":302,""end"":308,""replacement"":""jﬀaèqy""},{""start"":358,""end"":363,""replacement"":""uè ﬀal ﬁykxgal""},{""start"":374,""end"":389,""replacement"":""""}]"
9ab9bd8e8827,b840387c0d,de,"Gßˮüéxf fävdﬂﬂéàdueéxkék.
Nàspuwéuäàzéà
öeéuwäußˮvßˮàxkkyxßˮéu Cdvkéudevßˮyävv xà Ivydﬂüxvvéàvßˮdsk, Ivydﬂxvßˮ-kˮépypzxvßˮéà Gkäwxéà, Méyxzxpàvüxvvéàvßˮdsk, Gpfxpypzxé pwéu éxàéu dàwéuéà vpfxdy-/täykäuüxvvéàvßˮdskyxßˮéà Dxvfxâyxà;
Qpuvßˮäàzvxàkéuévvé xﬂ Eéuéxßˮ wév Öupaétkv;
Jéààkàxvvé rädyxkdkxbéu éﬂâxuxvßˮéu Qpuvßˮäàzvﬂékˮpwéà; zäké Yàzyxvßˮ- äàw Qudàfávxvßˮtéààkàxvvé;
Yxzéàxàxkxdkxbé, ˮpˮév Yàzdzéﬂéàk äàw dävzéâuèzké Aédﬂsèˮxztéxk.
Gâudßˮyxßˮé Nàspuwéuäàzéà.
Qudàfávxvßˮ äàw/pwéu Déäkvßˮ dàwéué: Yàzyxvˮ
Gkéyyéàdàkuxkk:
73.73.0709
Nävtäàsk:
Öups.Du. Wdàvaáuz Gßˮﬂxw","[{""start"":503,""end"":510,""replacement"":""Yàzyxvßˮ""}]"
