id,masked_docstring,t5_pred,target_span,t5_seq_logprob,t5_f
docgap_cd12c64445feb2d5,Remove a section [GAP] file. Returns the removed section as dictionary.,as dictionary,from an ini,-0.5056334137916565,0.12280701754385964
docgap_9b9d797827348f00,Returns whether [GAP] attribute.,the skip is an attribute or an attribute. Returns an attribute or an,to skip the specified,-0.8738378882408142,0.1626984126984127
docgap_00e3e1b25af4ce14,Default [GAP] for match error handling.,_match_error_handler(exc.new_url),error handler,-0.05750580132007599,0.34146341463414637
docgap_89424e7202b737f5,Detects [GAP] something which is not an instance or a type.,something which is not,that a class inherits,-0.5688348412513733,0.15789473684210525
docgap_5ac7a0d2808b25c1,Instantiates [GAP] the current object,the return of,the argparse parser for,-0.8775873184204102,0.17204301075268819
docgap_42b4527c14fc0d44,Searchers [GAP] in this repo and returns a map of study id = = > study filepath,are able to search,for files,-1.2813987731933594,0.10606060606060606
docgap_90343ec13d2065c5,Checks if [GAP] strategy is intraday and returns the result.,the,a particular,-0.5704094171524048,0.031746031746031744
docgap_03b01facc418cf9b,Overrides the workflow actions menu displayed top right in the object s view. Returns the list of [GAP] be performed.,workflow actions to,actions that can,-0.5990971326828003,0.4444444444444445
docgap_ed89be647eea708b,Run a Quil program on the [GAP] and return the values stored in the classical registers designated by the classical_addresses parameter.,Quil program,QVM multiple times,-0.43809205293655396,0.09333333333333335
docgap_ea408d8bf7ce1dff,Assembler adds an immediate value to the [GAP] value and writes the result to the destination register.,destination register,PC,-0.6814647316932678,0.0
docgap_5251210f8d586de2,Function waitPuppetCatalogToBeApplied Wait for puppet [GAP] applied to the given key,s,catalog to be,-1.1251230239868164,0.0
docgap_339f5ee6335e5e22,Generic message when no [GAP] is found.,info,information,-0.10685562342405319,0.3278688524590164
docgap_839f1fd4cbe98122,Checks a single object for [GAP] the manager.,the manager and,collisions with,-0.8083110451698303,0.06666666666666667
docgap_5d61ba9eec402d2b,Remove all vertices in the current mesh which are not [GAP] a face.,visible on,referenced by,-0.5513381958007812,0.07407407407407406
docgap_d4ebe5e92f3f8c59,Return a [GAP] representing this model.,model,json dictionary,-0.4262659549713135,0.044444444444444446
docgap_aba64d318d1eac2d,Get super ctx method and super [GAP] with input name.,"_method(name, ctx): return result.",ctx where name matches,-0.15643838047981262,0.1895424836601307
docgap_089fa4fbb83550dc,Returns a uids list of the objects this action must be [GAP] against to.,able to attack,performed,-0.9753644466400146,0.037037037037037035
docgap_86cbc0c7716a942e,Disable automatic [GAP] a netCDF4. Variable.,_auto_decode_variable(var):. Dis,decoding on,-0.18190239369869232,0.15789473684210525
docgap_c26fc1ed51f032e1,This [GAP] waits until the child exits. This will block forever if the child has unread output and has terminated.,will block if the child,method,-0.5341463088989258,0.08333333333333334
docgap_83e6dc467ef63422,Populate meta data for [GAP] information.,meta,a sequence with quality,-0.5079835653305054,0.045112781954887216
docgap_319e16f0467ea005,This is a convenience method that returns a Fedora object that [GAP] datastream.,returns _raw_,is a raw,-0.22492754459381104,0.18749999999999997
docgap_99bc169d5bc9f0dd,Return a new monitor usable [GAP] different operation.,with a,for a,-0.503765344619751,0.16666666666666666
docgap_ce28eb538c4e4ce9,Returns a new LSTM with recurrent dropout enabled for [GAP] and test LSTM.,train_lstm,training,-0.18851153552532196,0.3846153846153846
docgap_814c4c33a094a047,r Return the natural neighbors of [GAP] triangle containing a point.,a,a given,-0.3420150876045227,0.07142857142857142
docgap_c92afef15b4cb377,returns a composite array with the [GAP]-> rlz,rlz,associations eid,-0.7351109981536865,0.0
docgap_8136e35250fa4d81,Function that adds a description [GAP] class.,to the,to a model,-0.4738816022872925,0.21212121212121213
docgap_d460986df78dd46c,find examples not [GAP] and move them into examples,.,under lib dir,-1.0441081523895264,0.0
docgap_f17aad4d1ec3d4c8,Internal method for [GAP] building Custom Indicator Class.,the,dynamically,-0.2793673276901245,0.0
docgap_982128011438a628,Return [GAP]-readable string representation of this object.,"pretty_str(self, indent=0):",a human,-0.22178880870342255,0.022988505747126436
docgap_08a99c1644ce7d60,Return QMED estimate based [GAP]-over-threshold (POT records.,on a -over,on peaks,-0.6794015169143677,0.20512820512820512
docgap_f4135e4d46e62f51,Dump a deque into [GAP]-compatible dict.,a dump_deque,a JSON,-0.547433614730835,0.07692307692307693
docgap_5c660c460efe2b42,Updates the upper and [GAP] depths based on the input edges,lower,lower,-0.6102046966552734,1.0
docgap_c9d93f1d34216f69,Generator [GAP] a chunked-encoded HTTP response.,generates,for data coming from,-0.4610486626625061,0.08333333333333333
docgap_66a25e425324c74a,Un-[GAP] updates.,schedule,schedules sending of initial,-0.4615243673324585,0.3548387096774193
docgap_8dafab0bf46b6e7c,Provide GC annotated intervals for [GAP] during panels and denoising.,panels,error correction,-0.5821953415870667,0.039215686274509796
docgap_283bad57529b0f22,Create [GAP] with the specified event.,"Create a def menu(self, event_button, event_",a menu,-0.418272465467453,0.12592592592592594
docgap_80c37f9e02a2ac60,Return a datetime instance from a string [GAP] now_field.,def parse_now_field(s): return,generated by,-0.2332298308610916,0.08108108108108109
docgap_a71440a04e3a7566,Returns a list of SSH keys [GAP] user.,to the,for the current,-0.8568123579025269,0.25
docgap_a073acc92d9a3967,returns a list of [GAP] user selection,user selection: return get_contacts(. returns a list,contacts by,-0.47873833775520325,0.20114942528735633
docgap_9b00bc7f33859b6b,Returns [GAP] steps that contain downbeats.,downbeat_steps. Returns downbeat_steps,the indices of time,-0.3043748736381531,0.07692307692307693
docgap_de680a99f4e0842c,Generates a [GAP] with the same transitions.,state,new POP state,-0.4487561583518982,0.3846153846153846
docgap_b5182e31ed00f732,Initialize application and KVSession. This will replace the session management of the [GAP] with the session management of the application with Flask-KVSession s.,application,application,-0.08413412421941757,1.0
docgap_99cd8e64474e718e,Return [GAP] normalized for duscan usage: no trailing slash.,pathname. Return pathname is,path,-0.35269710421562195,0.1226993865030675
docgap_6e17bd636f80f288,Convert samples to mono if [GAP] are not mono already.,samples,they,-0.9214605689048767,0.05405405405405406
docgap_a27d375b98a0b58c,Given a state [GAP] indices to slice partial FDMT solution and sump to a given DM,"of FDMT, we used",return,-0.9090853929519653,0.039215686274509796
docgap_9f1ecd2ef29848a0,Draw each visible mesh in the scene from the perspective of the scene s camera and lit [GAP] light.,by,by its,-0.9550739526748657,0.25
docgap_46f2b86d1b989b0c,Remove [GAP] header from the file text.,the,the coding,-0.3830718696117401,0.23529411764705882
docgap_c7520a20b9e1ec51,Publish an [GAP] a list of values returned by its subscribers.,index with,event and return,-0.7493071556091309,0.09523809523809523
docgap_4657c921488e92f3,Load a constraint satisfaction [GAP] from a. cnf file.,. Remove a constraint satisfaction,problem,-1.0887116193771362,0.04629629629629629
docgap_48e72227ee8a881e,Get the archiver metrics for [GAP] key.,"pg_stat_archiver,",the given,-0.5487921237945557,0.14285714285714288
docgap_e2b8add59f637d3d,Read lines of [GAP]. _filename convert them to read alignments and yield them.,"readAlignments(self, read):",JSON from self,-0.3708178997039795,0.12037037037037038
docgap_d891704757334f35,Calculates average dictinary from list of [GAP] give label,values to,dictionary for,-1.3330183029174805,0.07407407407407407
docgap_f0bbbd7836158bc4,Execute the [GAP] return the result of the command.,command and,command and,-0.6805721521377563,1.0
docgap_e9e473ffba509756,Setup recovery [GAP] for the current node.,: return True,metadata,-0.4414049983024597,0.0625
docgap_ec8d114eec964b6d,Return frame from the buffer together [GAP] next frame,with,with the,-0.6612957119941711,0.4651162790697675
docgap_2aae8293a1ea003c,Log exception [GAP]. Compatible with logging. exception signature.,signature:,event,-0.48762115836143494,0.1
docgap_dec0ca021e9a9085,Return an iterator over [GAP] in the current window.,the window,the data,-0.5638532638549805,0.28205128205128205
docgap_2a7767d2369a9f69,Write rows to table with key and return a generator of [GAP] entries.,the,the new,-1.0538135766983032,0.3636363636363636
docgap_9650a1c4b73faa85,Set [GAP] the item at the given index to the given value.,the value of,the data of,-0.2759608030319214,0.3148148148148148
docgap_5cdd4bc9baad5a4d,Compute multiplicative self attention for [GAP] with batch dimension.,a batch dimension,time series of vectors,-1.044244647026062,0.12745098039215688
docgap_b881e106dfd09b88,Uploads a [GAP] the dataset with the given source and destination paths.,dataset to,file to,-0.7083737850189209,0.19444444444444445
docgap_db9f27612ebce227,Return a string representation of the tasks [GAP] statuses and parameters in a dependency tree format,",",their,-0.6401066184043884,0.0
docgap_3d3630d2dc22a872,Reset the timing values [GAP] resource.,of the,for the specified,-0.6085092425346375,0.2222222222222222
docgap_7c637d88de4b0dc6,instantiate the classes that [GAP] source and destination crash storage systems.,are used to create,implement the,-1.2726213932037354,0.08974358974358974
docgap_19b0155d29f3f1b1,Transform each item [GAP] a callback.,into,in the collection using,-0.6058838367462158,0.07518796992481203
docgap_ef270467dd494e88,Adds a [GAP] log for missing exceptions.,missing,message to the,-0.40200674533843994,0.10416666666666667
docgap_8c16fe60e8abd506,Move file pointer back to [GAP] recorded starting position.,the,its,-0.45950546860694885,0.16666666666666666
docgap_00cbbb007f7da8b6,The local dir for staging files for [GAP] particular task.,a,that,-0.4296340346336365,0.18181818181818182
docgap_44129e3791ab7589,Convenience function to [GAP] configure any level of logging to a file.,configure or,quickly,-0.39207297563552856,0.07142857142857142
docgap_c2490efbf48baa39,Get the [GAP] needed by child to unpickle process object,data,basic data,-1.390302300453186,0.3636363636363636
docgap_96f68d30a6c5eed2,Parses the [GAP]-list.,group_list,value into a group,-0.6047812700271606,0.26086956521739135
docgap_c4363ba6681f2083,Returns [GAP] of all field names that should be created when instantiating this serializer class.,the name,the list,-0.5968871712684631,0.30303030303030304
docgap_cc20b2c11805fd56,Switches on logging [GAP] level.,to logging,at a given,-1.0244874954223633,0.13333333333333333
docgap_20b4e6fa82241aec,Convert 2 [GAP] file to MagIC file,"g_bin(dir_path=""."", mag_file='",G binary format,-0.28173476457595825,0.12500000000000003
docgap_36d5075365c496ae,Serializes the object [GAP] a JWE token.,with,into,-0.4757445454597473,0.20000000000000004
docgap_53ac973a1bd65660,This method calculates [GAP] two images.,the number of,the squared differences between,-0.6216272115707397,0.1623931623931624
docgap_4af941d62181cc94,Get the path [GAP] on the minion where CIBs are saved,cibpath,to the directory,-0.6748725771903992,0.09259259259259259
docgap_15e01bd3ddd9e302,Retrieve running configuration [GAP] device state information.,s from,and,-1.033191442489624,0.0
docgap_ebcef5a3febf7a57,returns a single milestone with [GAP] number,a single,the given,-0.317465215921402,0.1388888888888889
